gender_code_filter	gender_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m	male	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	129	1	3602086	1261723	39185	8958
m	male	CGTN		565225540184937	Facebook	7	1	3512705	1669712	2431	487
m	male	Dan Lok		998837360158985	Facebook	60	1	3479759	1472557	120401	30176
m	male	Greenpeace España	Greenpeace España	133044800622	Facebook	163	1	3473980	1269846	11035	1319
m	male	RMDSZ	RMDSZ	102601499822802	Facebook	206	1	3454344	1049473	4984	896
m	male	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	85	1	3437707	1370618	4284	1234
m	male	Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	37	1	3409516	1478871	4383	511
m	male	Groen	Groen	84920854319	Facebook	180	1	3391382	1197211	16988	2522
m	male	SP	SP	128393027527	Facebook	159	1	3370696	1310075	37289	7218
m	male	Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	18	1	3251253	1569052	4339	945
m	male	MDM Deutsche Münze		126866220711392	Facebook	47	1	3238633	1248215	10727	1660
m	male	Roberto Rosso		1735684256653359	Facebook	47	1	3238003	1371325	17914	4387
m	male	Lara Comi	Lara Comi	155619044465389	Facebook	90	1	3198132	973909	11397	2243
m	male	Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	43	1	3191430	1365733	24394	4998
m	male	London Labour Party	The London Labour Party 	474613052643462	Facebook	86	1	3169757	1180699	30513	6606
m	male	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	77	1	3160704	1287526	62681	14075
m	male	Compromís	Compromís	194053080624605	Facebook	51	1	3141385	1310757	12762	2854
m	male	Sign for my Future		1345513882259768	Facebook	75	1	3112739	1325257	22806	5314
m	male	MSZP	MSZP	115388925185513	Facebook	65	1	3111717	1318485	5374	2231
m	male	Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	54	1	3091226	1333396	4094	497
m	male	Europees Parlement Nederland		270788920480	Facebook	48	1	3089370	1341906	28711	7319
m	male	Scientists for EU	Scientists for EU	642444842524195	Facebook	62	1	3069067	1028109	20599	3542
m	male	Alex Salmond	Slainte Media	136191876445102	Facebook	90	1	3062573	1131132	14432	1826
m	male	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	33	1	3022073	1281899	33377	8605
m	male	Roberta Metsola		406824526101449	Facebook	473	1	2962408	896609	30169	1065
m	male	Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	186	1	2957079	916376	15750	2258
m	male	EU-kommissionen i Sverige		155824787799	Facebook	18	1	2914568	1399735	12613	3069
m	male	Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	260	1	2895408	821087	21011	965
m	male	Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	784	1	2882925	954685	73808	7561
m	male	Gazeta Wyborcza		63563473556	Facebook	379	1	2875599	972160	6651	926
m	male	Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	162	1	2873546	875522	16468	206
m	male	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	187	1	2830728	952852	21137	3051
m	male	TRT World		1559901027613381	Facebook	8	1	2797982	1340007	735	270
m	male	Alfred Sant	Alfred Sant	537789116260209	Facebook	114	1	2786373	1031874	11822	1468
m	male	D66	D66	52985377549	Facebook	45	1	2784909	1106882	18945	4141
m	male	Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	50	1	2782136	1235897	4459	779
m	male	HLAS	První prezidentská	320144481956623	Facebook	247	1	2770753	677470	4419	1267
m	male	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	108	1	2759915	1077678	8629	2237
m	male	eToro		193863317737	Facebook	23	1	2753041	1174021	7049	1746
m	male	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	71	1	2734949	1189099	8040	1432
m	male	Campact e.V.	Campact e.V.	82734241364	Facebook	34	1	2733134	1128719	19010	4502
m	male	EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	106	1	2696233	907007	8004	546
m	male	En Comú Podem	En Comú Podem	463627663844039	Facebook	52	1	2656130	1123377	9378	2482
m	male	INBOX	New Digital Media	369693523475596	Facebook	36	1	2642232	1134639	3068	197
m	male	Die Grünen	Die Grünen	21759893033	Facebook	96	1	2599750	824815	19506	3506
m	male	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	56	1	2596474	1067657	4737	1684
m	male	China Xinhua News		338109312883186	Facebook	5	1	2583554	1200022	813	114
m	male	Centerpartiet	Centerpartiet	12690894340	Facebook	125	1	2578081	913417	32401	7787
m	male	Katarina Barley	SPD	1522202731410785	Facebook	222	1	2570627	661365	22574	1337
m	male	Rädda Barnen		72659261793	Facebook	249	1	2563602	639358	17573	4587
m	male	Save the Children España	Save the Children España	57845333112	Facebook	19	1	2553102	1206463	15226	3344
m	male	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	107	1	2543440	803607	16477	2816
m	male	Primes écologique		152399322377561	Facebook	19	1	2473920	1022172	29116	6220
m	male	Lilian Marijnissen	SP	844559615710915	Facebook	59	1	2423211	1033424	11975	2753
m	male	Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	22	1	2421159	988390	20349	3783
m	male	Paddy Power		108803784913	Facebook	4	1	2402671	1061070	19022	3805
m	male	Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	36	1	2400175	997278	6059	1264
m	male	Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	66	1	2356608	603096	24698	6118
m	male	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	683	1	2338632	500274	19489	3803
m	male	PSOE Aragón	PSOE Aragón	170970449608409	Facebook	1802	1	2336115	176049	174607	48
m	male	Europäisches Parlament Österreich		124468054313069	Facebook	35	1	2330301	964926	10651	3725
m	male	Avaaz	Avaaz	8340223883	Facebook	30	1	2328896	1074224	15185	3365
m	male	Andy Street	The Conservative Party	625464517632792	Facebook	588	1	2327335	702060	43109	1376
m	male	European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	9	1	2325261	1028346	931	75
m	male	Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	20	1	2322412	974403	4245	1926
m	male	Facebook	Facebook	726281677519881	Facebook	5	1	2313021	1156512	11593	2306
m	male	Litere.net	litere.net	1504323906337545	Facebook	13	1	2302469	1060376	1845	481
m	male	Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	14	1	2279765	1113841	2761	569
m	male	Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	82	1	2270611	490420	5587	0
m	male	Guardian Weekly		64525551258	Facebook	30	1	2266973	924204	10648	2465
m	male	The Week UK	The Week	177855115588808	Facebook	139	1	2250274	818477	21485	4031
m	male	Delphinus		20411877802	Facebook	11	1	2248808	1098988	882	134
m	male	InFacts	InFacts	678120165658753	Facebook	97	1	2245640	583974	13529	1717
m	male	Grüner Fisher Investments		138832469593845	Facebook	241	1	2225616	606760	88802	18941
m	male	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	87	1	2203424	825299	6437	278
m	male	Property & Business Info		562032903912680	Facebook	283	1	2192382	627594	33798	4906
m	male	España Ciudadana		349800235527721	Facebook	18	1	2162232	955494	11965	2635
m	male	Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	70	1	2160475	859645	4191	948
m	male	Covestro		150793518281117	Facebook	16	1	2140116	933846	3882	1254
m	male	Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	98	1	2129301	624664	8753	436
m	male	Save the Refugees		1931458237163388	Facebook	40	1	2127145	750879	11982	2179
m	male	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	69	1	2125167	767695	7505	976
m	male	La Prime Énergie		336155273400553	Facebook	27	1	2102803	836286	18839	4200
m	male	Greenpeace UK	Greenpeace UK 	9250349228	Facebook	136	1	2096809	770789	16800	3388
m	male	Instant PPI UK		616112792139038	Facebook	73	1	2092644	791009	21386	4986
m	male	Facebook Nordic	Facebook	334318366655425	Facebook	9	1	2085219	971691	12881	2593
m	male	Blendle		181375052003138	Facebook	81	1	2080317	713478	22564	4140
m	male	Politice.net	politice.net	2546711162025064	Facebook	12	1	2064129	974878	2009	422
m	male	DéFI	DéFI	173518112695794	Facebook	149	1	2063133	504289	12531	1250
m	male	Agence Isolation Pour Tous		568528630290119	Facebook	25	1	2056097	854592	25404	5884
m	male	Save the Children Italia		46590675335	Facebook	27	1	2053453	890982	6270	2108
m	male	David Casa	David Casa	193035580892638	Facebook	86	1	2031632	574454	6763	461
m	male	Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	82	1	2027960	576949	5717	200
m	male	Gambrinus		146991996743	Facebook	3	1	1999997	900000	14997	3000
m	male	Médecins du Monde France		265420476920	Facebook	889	1	1995369	661534	30590	2026
m	male	Comité Justice & Libertés Pour Tous - CJL		223006651523189	Facebook	6	1	1951879	856133	751	80
m	male	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	232	1	1940874	458400	26046	1982
m	male	Entega		198244400189055	Facebook	134	1	1940036	631148	36096	7470
m	male	Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	44	1	1933158	824720	8942	3009
m	male	Primavera Sound	Influence Digital Ltd	156656398155	Facebook	343	1	1929980	481046	39668	152
m	male	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	87	1	1927247	656290	6711	466
m	male	Bundesregierung		768905426534529	Facebook	5	1	1924503	839380	15762	3153
m	male	Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	20	1	1911110	892083	1850	341
m	male	Ministère de l'Intérieur		103146727990	Facebook	32	1	1904843	792961	9651	2236
m	male	Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	212	1	1902465	501680	17461	959
m	male	London Gov	the Greater London Authority	713179875369048	Facebook	40	1	1893843	846619	17205	3491
m	male	Les Energies du Soleil		1684031805239401	Facebook	14	1	1876478	835316	22917	6775
m	male	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	14	1	1858222	811117	8478	3216
m	male	Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής		337788662974718	Facebook	23	1	1854043	770650	2973	301
m	male	Ioannis Vardakastanis	Ioannis Vardakastanis	195643347979465	Facebook	101	1	1850817	711945	8589	520
m	male	Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	64	1	1827574	745016	10198	1982
m	male	Ayuda LGTB		315021912539118	Facebook	51	1	1820277	763445	11512	2185
m	male	Stefano Maullu		150618724962388	Facebook	34	1	1801688	702243	4652	755
m	male	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	61	1	1782362	737882	7552	1627
m	male	Forza Italia		172265396249029	Facebook	15	1	1781077	671479	13249	2754
m	male	Labour Future	Labour Future	112846662487263	Facebook	24	1	1776659	785386	14612	2891
m	male	Socialdemokratiet		41459763029	Facebook	102	1	1776085	580195	20247	5690
m	male	Демократична България	Демократична България	995342840629890	Facebook	35	1	1764517	670927	3806	506
m	male	Route Auto		252868201731333	Facebook	9	1	1754990	830999	8190	1599
m	male	Moderaterna	Moderaterna	7719591155	Facebook	108	1	1752939	420285	16181	3728
m	male	Mayor of London	the Greater London Authority	360322167647280	Facebook	18	1	1751475	716056	19000	3695
m	male	WeWorld Onlus		299584710061488	Facebook	240	1	1744854	641614	11747	1477
m	male	Ministère Délégué Chargé des MRE et des Affaires de la Migration		700101313362955	Facebook	13	1	1744116	716268	1474	129
m	male	Riparte il futuro		476098022442147	Facebook	40	1	1739272	699325	5178	625
m	male	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	59	1	1738689	684361	3711	192
m	male	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	7	1	1736023	758010	9137	1992
m	male	George Simion		2212856535602171	Facebook	26	1	1724751	691341	3619	970
m	male	Renew	Renew  Party	1923371311278106	Facebook	171	1	1721799	416611	19984	2773
m	male	Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	61	1	1713602	555465	14166	3024
m	male	Antonio Tajani	Antonio Tajani	506531149512596	Facebook	52	1	1712876	600688	7136	1274
m	male	Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	112	1	1701307	510354	7222	376
m	male	Silvia Dinică		1128229287275038	Facebook	21	1	1700222	675079	2975	701
m	male	Joe Sammut		433245190070343	Facebook	83	1	1693324	671649	8013	869
m	male	Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	45	1	1690832	679577	8820	1567
m	male	Unis pour les Droits Humains		1642871805813802	Facebook	29	1	1686131	698874	1382	33
m	male	ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	84	1	1685157	503037	6207	192
m	male	Andrej Danko - predseda SNS	Slovenská národná strana	1495199624026639	Facebook	52	1	1678359	698147	10085	2386
m	male	EU Watch	EU Watch	136146920436020	Facebook	35	1	1668162	527472	5050	776
m	male	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	129	1	1667849	515230	19573	5475
m	male	LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	104	1	1651783	536844	8080	628
m	male	Danke, Freihandel.	VDMA	226651401514704	Facebook	231	1	1644716	374245	19119	775
m	male	Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	19	1	1644692	748769	11426	2128
m	male	Stop Cambio Climático		124967441456981	Facebook	32	1	1635724	662655	4377	952
m	male	Amnesty International UK		7624294394	Facebook	90	1	1624995	702584	15120	5038
m	male	Παύλος Ελευθεριάδης		768996799785550	Facebook	27	1	1620285	665972	2856	426
m	male	IKEA	IKEA	112961202185776	Facebook	78	1	1611442	625820	6019	1300
m	male	Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	71	1	1607948	541545	4921	140
m	male	Mónica Oltra	Compromís	81107269227	Facebook	16	1	1607347	733612	5585	1327
m	male	RSM MBA		110428762358678	Facebook	3	1	1599997	750000	5997	1200
m	male	Κατερινα Μαρκου		832766380123763	Facebook	15	1	1598981	677861	2101	268
m	male	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	59	1	1597667	560295	5935	200
m	male	Josef Caruana		166617437361908	Facebook	67	1	1594690	503439	6949	774
m	male	Plan International Sverige		382243262003	Facebook	308	1	1583662	553811	11996	2955
m	male	Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	147	1	1575600	466455	9846	438
m	male	Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	45	1	1574040	583107	3856	540
m	male	Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	43	1	1572074	435925	6994	1578
m	male	Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	13	1	1565916	658157	1960	390
m	male	Plaid Cymru	Plaid Cymru	26416930992	Facebook	26	1	1537278	611333	8724	1805
m	male	MasterClass		687589164666184	Facebook	3	1	1519542	759772	6760	1352
m	male	TheArticle	TheArticle	607840469632004	Facebook	25	1	1511842	670820	16151	3788
m	male	BeSoccer FR		1654057214881798	Facebook	4	1	1510996	705000	708	89
m	male	DigitalOcean		149515305173840	Facebook	3	1	1494816	700687	9150	2083
m	male	Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	55	1	1493542	577601	7936	1558
m	male	Aides énergétiques pour tous		789578834730248	Facebook	16	1	1491520	609142	17301	3871
m	male	Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	15	1	1490577	643992	6809	1720
m	male	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	33	1	1487363	556243	21391	5298
m	male	Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	84	1	1477202	460671	8390	1059
m	male	National Geographic		107307059419	Facebook	4	1	1475661	709832	426	51
m	male	Liberalerna	Liberalerna	132266740623	Facebook	100	1	1472638	483003	8242	2192
m	male	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	49	1	1472097	554663	4714	1149
m	male	Fotografiska Stockholm		142320852554	Facebook	10	1	1471529	639324	1056	238
m	male	Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	41	1	1448327	466144	3593	195
m	male	TOP 09	TOP 09	90002267161	Facebook	26	1	1447713	573414	2974	839
m	male	Trending in China		423670114403144	Facebook	3	1	1437822	660665	896	163
m	male	PolEXIT		2001582129931761	Facebook	17	1	1432202	584099	3008	637
m	male	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	92	1	1416972	425780	3256	789
m	male	Ivan ŠTEFANEC		324560137683033	Facebook	41	1	1406049	603837	6965	1300
m	male	Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	25	1	1400907	609257	6678	1674
m	male	Bouzidi Mourad		1840451052913778	Facebook	4	1	1392835	616763	1091	203
m	male	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	1387953	562743	7400	1761
m	male	Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	27	1	1387228	537670	2475	787
m	male	Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	4	1	1387017	693509	42179	8436
m	male	Amref Health Africa - Italia		48677844864	Facebook	62	1	1381281	479190	4888	186
m	male	Johann Gudenus		104145976305577	Facebook	61	1	1365839	520569	8782	1445
m	male	Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	3	1	1359945	679973	6461	1292
m	male	World Bank		153371894688575	Facebook	40	1	1355938	487771	3231	210
